Ticket_ID,Date,User_Type,Unit_Dept,Issue_Category,Issue_Description,Priority,Response_Time_Hrs,Resolution_Time_Hrs,Status,Resolved,Response_SLA
HD0208,5/26/2026,Student,College of Engineering,Hardware,Computer system performance is slow,Medium,3.12,4.7,Closed,Yes,Within 8 Hours
HD0209,5/19/2026,Student,Student Affairs,Website/Multimedia,Multimedia support request,Critical,1.88,7.01,Closed,Yes,Within 8 Hours
HD0210,4/3/2026,Student,College of Engineering,Registration,Course registration error,Medium,4.97,5.43,Closed,Yes,Within 8 Hours
HD0211,4/25/2026,Postgraduate Student,College of Veterinary Medicine,Software/MIS,Application access problem,Low,11.8,11.48,Closed,Yes,Beyond 8 Hours
HD0212,9/1/2026,Student,College of Plant Science,Website/Multimedia,Website content correction request,Medium,2.27,7.47,Closed,Yes,Within 8 Hours
HD0213,5/26/2026,Postgraduate Student,ICTREC,Payment/Invoice,Payment not reflecting on portal,Low,5.42,7.3,Closed,Yes,Within 8 Hours
HD0214,2/17/2026,Student,College of Plant Science,ID Card,ID card details incorrect,Medium,1.53,6.68,Closed,Yes,Within 8 Hours
HD0215,1/25/2026,Student,Academic Planning,Admission,Admission portal error,Low,6.8,0.85,Closed,Yes,Within 8 Hours
HD0216,5/12/2026,Student,Library,ID Card,ID card printing problem,Medium,1.36,28.91,In Progress,No,Within 8 Hours
HD0217,4/27/2026,Student,Postgraduate School,ID Card,Unable to process ID card,Low,3.28,8,Closed,Yes,Within 8 Hours
HD0218,4/17/2026,Student,College of Engineering,Registration,Unable to submit course registration,High,3.43,6.94,Closed,Yes,Within 8 Hours
HD0219,2/10/2026,Student,Library,Payment/Invoice,Receipt cannot be generated,Low,9.31,1.22,Closed,Yes,Beyond 8 Hours
HD0220,8/1/2026,Postgraduate Student,College of Agricultural Management,Payment/Invoice,Invoice not generated,Critical,0.31,8.68,Closed,Yes,Within 8 Hours
HD0221,8/18/2026,Staff,Bursary,Email,Email messages not being received,Critical,0.99,7.34,Closed,Yes,Within 8 Hours
HD0222,4/5/2026,Staff,College of Plant Science,Portal,Portal session keeps expiring,Critical,0.26,6.13,Closed,Yes,Within 8 Hours
HD0223,2/8/2026,Postgraduate Student,College of Veterinary Medicine,Payment/Invoice,Receipt cannot be generated,Low,1.85,36.56,In Progress,No,Within 8 Hours
HD0224,4/7/2026,Staff,College of Computing Sciences,Hardware,Scanner malfunction,Low,4.65,2.26,Closed,Yes,Within 8 Hours
HD0225,6/28/2026,Postgraduate Student,College of Animal Science,Portal,Programme information not updating,Low,2.86,1.09,Closed,Yes,Within 8 Hours
HD0226,9/2/2026,Student,College of Agricultural Management,Portal,Student profile not displaying correctly,High,1.45,9.41,Closed,Yes,Within 8 Hours
HD0227,3/31/2026,Postgraduate Student,College of Plant Science,Portal,Portal session keeps expiring,Medium,1.51,27.81,Pending,No,Within 8 Hours
HD0228,4/15/2026,Postgraduate Student,Bursary,Portal,Student profile not displaying correctly,High,1.12,37.05,In Progress,No,Within 8 Hours
HD0229,5/6/2026,Student,College of Plant Science,Payment/Invoice,Outstanding invoice still showing after payment,Medium,2.45,21.47,Pending,No,Within 8 Hours
HD0230,6/21/2026,Student,Postgraduate School,Admission,Admission status not displaying,Medium,1.92,38.6,Pending,No,Within 8 Hours
HD0231,7/22/2026,Staff,College of Animal Science,Email,Unable to access staff email,Medium,7.66,12.21,Pending,No,Within 8 Hours
HD0232,4/22/2026,Student,College of Food Science,Admission,Admission status not displaying,Low,2.59,3.06,Closed,Yes,Within 8 Hours
HD0233,1/20/2026,Student,College of Environmental Resources,Admission,O'Level verification problem,High,1.41,5.39,Closed,Yes,Within 8 Hours
HD0234,2/18/2026,Staff,College of Veterinary Medicine,Email,Email messages not being received,Medium,3.64,7.5,Closed,Yes,Within 8 Hours
HD0235,3/9/2026,Staff,Postgraduate School,Email,Password reset required for email,Medium,1.94,3.15,Closed,Yes,Within 8 Hours
HD0236,5/7/2026,Postgraduate Student,College of Food Science,Payment/Invoice,Invoice not generated,Medium,2.23,1.23,Closed,Yes,Within 8 Hours
HD0237,4/16/2026,Student,Registry,Student Information,Student information request,Medium,1.13,46.09,Pending,No,Within 8 Hours
HD0238,6/21/2026,Staff,College of Computing Sciences,Software/MIS,Software installation request,High,3.71,31.36,Closed,Yes,Within 8 Hours
HD0239,6/11/2026,Postgraduate Student,Student Affairs,Registration,Registration page not responding,Medium,3.57,16.05,Pending,No,Within 8 Hours
HD0240,7/7/2026,Postgraduate Student,Library,Portal,Portal page not loading,Low,20.66,4.49,Closed,Yes,Beyond 8 Hours
HD0241,8/17/2026,Student,College of Plant Science,Admission,Admission application issue,Medium,2.42,2.63,Closed,Yes,Within 8 Hours
HD0242,5/21/2026,Student,College of Veterinary Medicine,ID Card,Lost ID card replacement request,High,0.62,41.71,Pending,No,Within 8 Hours
HD0243,7/25/2026,Student,College of Agricultural Management,Portal,Portal page not loading,High,0.99,8.2,Closed,Yes,Within 8 Hours
HD0244,3/18/2026,Postgraduate Student,College of Computing Sciences,Student Information,Matriculation information issue,Medium,1.82,8.77,Closed,Yes,Within 8 Hours
HD0245,2/2/2026,Student,Bursary,ID Card,ID card printing problem,Medium,6.58,7.59,Closed,Yes,Within 8 Hours
HD0246,5/30/2026,Student,Bursary,Admission,Admission status not displaying,High,1.49,16.28,Closed,Yes,Within 8 Hours
HD0247,1/27/2026,Postgraduate Student,ICTREC,Internet/Network,Slow Internet connection,High,1.57,4.44,Closed,Yes,Within 8 Hours
HD0248,4/29/2026,Student,College of Animal Science,Portal,Student profile not displaying correctly,High,3.47,46.07,Pending,No,Within 8 Hours
HD0249,3/24/2026,Student,Student Affairs,Payment/Invoice,Payment confirmation delayed,Medium,1.47,11.16,Closed,Yes,Within 8 Hours
HD0250,4/9/2026,Postgraduate Student,College of Food Science,Admission,Admission status not displaying,Medium,1.61,1.99,Closed,Yes,Within 8 Hours
HD0251,4/10/2026,Student,College of Animal Science,Internet/Network,Cannot access campus Internet,Medium,4.33,21.14,Closed,Yes,Within 8 Hours
HD0252,6/6/2026,Student,Postgraduate School,Email,Unable to access staff email,High,0.7,9.44,In Progress,No,Within 8 Hours
HD0253,8/24/2026,Student,Academic Planning,Registration,Registration page not responding,Low,2.66,2.06,Closed,Yes,Within 8 Hours
HD0254,7/7/2026,Staff,ICTREC,Email,Mailbox access problem,Medium,1.88,2.61,Closed,Yes,Within 8 Hours
HD0255,5/1/2026,Postgraduate Student,College of Animal Science,Portal,Unable to login to student portal,Medium,2.67,2.31,Closed,Yes,Within 8 Hours
HD0256,7/14/2026,Student,College of Food Science,Email,University email not working,Medium,3.02,4.44,Closed,Yes,Within 8 Hours
HD0257,9/1/2026,Staff,College of Engineering,Portal,Unable to login to student portal,Medium,2.28,9.33,Closed,Yes,Within 8 Hours
HD0258,4/29/2026,Postgraduate Student,Postgraduate School,Payment/Invoice,Receipt cannot be generated,Medium,1.89,44.08,Pending,No,Within 8 Hours
HD0259,2/4/2026,Staff,ICTREC,Payment/Invoice,Outstanding invoice still showing after payment,Low,5.01,1.59,Closed,Yes,Within 8 Hours
HD0260,5/3/2026,Staff,Library,Email,University email not working,High,1.58,9.51,Closed,Yes,Within 8 Hours
HD0261,2/22/2026,Staff,Library,Email,Unable to access staff email,Medium,1.04,36.45,In Progress,No,Within 8 Hours
HD0262,1/9/2026,Postgraduate Student,College of Agricultural Management,Portal,Programme information not updating,High,1.04,7.33,Closed,Yes,Within 8 Hours
HD0263,1/17/2026,Postgraduate Student,College of Computing Sciences,Portal,Portal session keeps expiring,Medium,1.71,1.23,Closed,Yes,Within 8 Hours
HD0264,1/19/2026,Staff,Library,Portal,Programme information not updating,Low,1.55,2.24,Closed,Yes,Within 8 Hours
HD0265,6/26/2026,Student,ICTREC,Others,Other ICT service issue,Medium,3,15.95,Pending,No,Within 8 Hours
HD0266,5/27/2026,Postgraduate Student,College of Plant Science,Website/Multimedia,Website content correction request,Medium,3.69,42.95,In Progress,No,Within 8 Hours
HD0267,6/18/2026,Student,College of Plant Science,Clearance,Clearance submission error,Low,3.66,1.29,Closed,Yes,Within 8 Hours
HD0268,2/21/2026,Staff,College of Food Science,Hardware,Scanner malfunction,Medium,1.82,25.89,Pending,No,Within 8 Hours
HD0269,5/28/2026,Staff,ICTREC,Software/MIS,MIS application not responding,High,0.93,6.66,Closed,Yes,Within 8 Hours
HD0270,8/29/2026,Student,Library,Registration,Unable to submit course registration,Low,6.61,1.95,Closed,Yes,Within 8 Hours
HD0271,6/8/2026,Postgraduate Student,Library,Payment/Invoice,Payment not reflecting on portal,Low,6.02,1.44,Closed,Yes,Within 8 Hours
HD0272,8/25/2026,Postgraduate Student,College of Food Science,Portal,Programme information not updating,Low,5.09,5.53,Closed,Yes,Within 8 Hours
HD0273,8/27/2026,Student,Library,Student Information,Biodata information needs correction,High,0.39,3.01,Closed,Yes,Within 8 Hours
HD0274,5/4/2026,Student,Library,ID Card,ID card printing problem,Medium,3.57,3.75,Closed,Yes,Within 8 Hours
HD0275,7/8/2026,Student,Academic Planning,Payment/Invoice,Receipt cannot be generated,Medium,3.19,3.71,Closed,Yes,Within 8 Hours
HD0276,3/2/2026,Student,College of Engineering,Software/MIS,Software installation request,Medium,2.73,6.68,Pending,No,Within 8 Hours
HD0277,4/12/2026,Student,College of Agricultural Management,Email,Password reset required for email,Low,7.22,2.95,Closed,Yes,Within 8 Hours
HD0278,7/9/2026,Postgraduate Student,College of Veterinary Medicine,Internet/Network,Network connection unavailable,Low,4.58,2.55,Closed,Yes,Within 8 Hours
HD0279,2/21/2026,Postgraduate Student,College of Engineering,Registration,Registered course not displaying,Low,2.91,28.77,In Progress,No,Within 8 Hours
HD0280,7/19/2026,Student,ICTREC,ID Card,Lost ID card replacement request,High,1.86,4.14,Closed,Yes,Within 8 Hours
HD0281,4/10/2026,Postgraduate Student,Library,Portal,Unable to login to student portal,Medium,3.05,49.97,Closed,Yes,Within 8 Hours
HD0282,4/20/2026,Postgraduate Student,College of Veterinary Medicine,ID Card,Unable to process ID card,Low,6.14,1.89,Closed,Yes,Within 8 Hours
HD0283,4/25/2026,Staff,Student Affairs,Email,University email not working,Medium,5.03,44.21,Pending,No,Within 8 Hours
HD0284,3/10/2026,Student,College of Plant Science,Portal,Portal page not loading,Low,1.24,17.23,Pending,No,Within 8 Hours
HD0285,3/22/2026,Staff,College of Animal Science,Payment/Invoice,Outstanding invoice still showing after payment,Low,1.36,2.39,Closed,Yes,Within 8 Hours
HD0286,5/26/2026,Postgraduate Student,ICTREC,Software/MIS,Application error during transaction,Low,3.84,10.9,Closed,Yes,Within 8 Hours
HD0287,8/12/2026,Student,College of Animal Science,ID Card,Unable to process ID card,Medium,3.11,43.58,In Progress,No,Within 8 Hours
HD0288,8/29/2026,Student,ICTREC,Clearance,Clearance process showing incomplete,Medium,4.1,2.7,Closed,Yes,Within 8 Hours
HD0289,2/10/2026,Staff,Academic Planning,Email,Password reset required for email,Low,4.33,35.93,Pending,No,Within 8 Hours
HD0290,6/27/2026,Student,College of Environmental Resources,Payment/Invoice,Invoice not generated,Medium,1.15,19.93,In Progress,No,Within 8 Hours
HD0291,1/18/2026,Student,Postgraduate School,Hardware,Desktop computer not starting,Medium,3.13,5.83,Closed,Yes,Within 8 Hours
HD0292,4/16/2026,Student,College of Engineering,Internet/Network,Intermittent network connectivity,High,2.12,34.03,In Progress,No,Within 8 Hours
HD0293,6/28/2026,Student,College of Engineering,ID Card,ID card printing problem,High,1.66,6.4,Closed,Yes,Within 8 Hours
HD0294,7/6/2026,Student,Library,Payment/Invoice,Payment not reflecting on portal,Low,2.95,12.48,Pending,No,Within 8 Hours
HD0295,1/31/2026,Student,College of Computing Sciences,Payment/Invoice,Payment confirmation delayed,Medium,4.1,3.15,Closed,Yes,Within 8 Hours
HD0296,5/26/2026,Staff,College of Plant Science,Internet/Network,Intermittent network connectivity,Medium,2.7,9.96,Closed,Yes,Within 8 Hours
HD0297,7/9/2026,Postgraduate Student,College of Computing Sciences,Email,Password reset required for email,Medium,3.38,44.02,In Progress,No,Within 8 Hours
HD0298,3/14/2026,Postgraduate Student,College of Plant Science,Others,Help needed with university application,Medium,4.6,2.85,Closed,Yes,Within 8 Hours
HD0299,4/7/2026,Student,Student Affairs,Registration,Course allocation not updating,Low,3.28,1.5,Closed,Yes,Within 8 Hours
HD0300,2/8/2026,Postgraduate Student,College of Animal Science,Internet/Network,Intermittent network connectivity,Medium,2.04,7.81,Closed,Yes,Within 8 Hours
HD0301,8/3/2026,Postgraduate Student,College of Agricultural Management,Student Information,Matriculation information issue,Medium,3.94,46.92,Pending,No,Within 8 Hours
HD0302,4/16/2026,Staff,College of Environmental Resources,Portal,Portal page not loading,Medium,4.19,18.24,In Progress,No,Within 8 Hours
HD0303,7/25/2026,Staff,Postgraduate School,Admission,Admission application issue,Medium,3.26,16.56,Closed,Yes,Within 8 Hours
HD0304,7/20/2026,Postgraduate Student,Library,Portal,Programme information not updating,Critical,0.52,2.89,Closed,Yes,Within 8 Hours
HD0305,1/22/2026,Staff,Library,Student Information,Academic information not updated,High,0.56,39.42,Pending,No,Within 8 Hours
HD0306,4/23/2026,Student,Student Affairs,Registration,Registered course not displaying,Low,5.45,9.11,Pending,No,Within 8 Hours
HD0307,8/15/2026,Staff,College of Environmental Resources,Others,System access request,Medium,3.03,1.91,Closed,Yes,Within 8 Hours
HD0308,2/1/2026,Student,Postgraduate School,Email,Mailbox access problem,Medium,9.98,33.62,Pending,No,Beyond 8 Hours
HD0309,7/27/2026,Student,College of Environmental Resources,Payment/Invoice,Receipt cannot be generated,Critical,0.85,14.43,Closed,Yes,Within 8 Hours
HD0310,6/30/2026,Staff,Library,Portal,Programme information not updating,High,1.95,5.85,Closed,Yes,Within 8 Hours
HD0311,1/11/2026,Student,College of Veterinary Medicine,Registration,Registration page not responding,Medium,1.68,7.06,Closed,Yes,Within 8 Hours
HD0312,7/24/2026,Student,College of Food Science,Payment/Invoice,Invoice not generated,Medium,7.32,13.19,Closed,Yes,Within 8 Hours
HD0313,7/31/2026,Student,College of Food Science,Registration,Course allocation not updating,Medium,6.24,3.73,Closed,Yes,Within 8 Hours
HD0314,7/13/2026,Staff,College of Veterinary Medicine,Portal,Unable to login to student portal,Medium,1.51,3.66,Closed,Yes,Within 8 Hours
HD0315,7/28/2026,Student,College of Engineering,Internet/Network,Intermittent network connectivity,Medium,2.68,12.45,Closed,Yes,Within 8 Hours
HD0316,8/19/2026,Postgraduate Student,College of Veterinary Medicine,Internet/Network,Slow Internet connection,Medium,1.02,16.52,Closed,Yes,Within 8 Hours
HD0317,7/27/2026,Staff,Library,Email,Unable to access staff email,Low,3.48,1.89,Closed,Yes,Within 8 Hours
HD0318,3/13/2026,Postgraduate Student,Bursary,Portal,Student profile not displaying correctly,Medium,1.49,1.35,Closed,Yes,Within 8 Hours
HD0319,5/2/2026,Student,College of Agricultural Management,Registration,Registration page not responding,Medium,4.09,15.69,Closed,Yes,Within 8 Hours
HD0320,6/26/2026,Postgraduate Student,Postgraduate School,Software/MIS,Software installation request,High,0.74,3.69,Closed,Yes,Within 8 Hours
HD0321,4/14/2026,Staff,Registry,Portal,Portal page not loading,Medium,2.16,11.75,Closed,Yes,Within 8 Hours
HD0322,8/28/2026,Staff,College of Agricultural Management,Portal,Portal page not loading,Medium,2.25,1.5,Closed,Yes,Within 8 Hours
HD0323,8/8/2026,Postgraduate Student,Bursary,Others,System access request,Low,3.32,1.81,Closed,Yes,Within 8 Hours
HD0324,5/28/2026,Staff,College of Computing Sciences,Portal,Portal session keeps expiring,Low,0.86,2.09,Closed,Yes,Within 8 Hours
HD0325,7/18/2026,Student,College of Food Science,Registration,Course allocation not updating,Medium,2.29,16.96,Closed,Yes,Within 8 Hours
HD0326,7/14/2026,Student,College of Plant Science,Portal,Student profile not displaying correctly,Low,10.51,26.8,Pending,No,Beyond 8 Hours
HD0327,8/3/2026,Staff,Postgraduate School,Email,Mailbox access problem,High,1.29,37.92,Pending,No,Within 8 Hours
HD0328,4/30/2026,Staff,Registry,Registration,Registered course not displaying,Low,15.65,2.94,Closed,Yes,Beyond 8 Hours
HD0329,7/31/2026,Student,College of Animal Science,Website/Multimedia,University webpage not updating,High,1.51,34.94,Pending,No,Within 8 Hours
HD0330,2/26/2026,Postgraduate Student,College of Veterinary Medicine,Website/Multimedia,Multimedia support request,Low,4.24,39.83,Pending,No,Within 8 Hours
HD0331,3/20/2026,Staff,College of Plant Science,Email,Unable to access staff email,Medium,1.9,3.21,Closed,Yes,Within 8 Hours
HD0332,4/20/2026,Staff,College of Veterinary Medicine,Student Information,Biodata information needs correction,Low,3.73,47.68,In Progress,No,Within 8 Hours
HD0333,8/5/2026,Student,College of Food Science,Website/Multimedia,Website content correction request,Low,2.57,2.32,Closed,Yes,Within 8 Hours
HD0334,4/21/2026,Staff,College of Animal Science,Software/MIS,MIS application not responding,Medium,2.26,17.87,Closed,Yes,Within 8 Hours
HD0335,8/17/2026,Student,College of Agricultural Management,Portal,Programme information not updating,High,0.35,10.28,Closed,Yes,Within 8 Hours
HD0336,6/24/2026,Student,ICTREC,Student Information,Biodata information needs correction,High,2.98,1.31,Closed,Yes,Within 8 Hours
HD0337,5/11/2026,Postgraduate Student,College of Agricultural Management,Website/Multimedia,Website content correction request,Critical,0.66,5.11,Closed,Yes,Within 8 Hours
HD0338,7/25/2026,Staff,College of Plant Science,Software/MIS,Application access problem,Low,1.75,2.21,Closed,Yes,Within 8 Hours
HD0339,2/14/2026,Student,College of Veterinary Medicine,Admission,O'Level verification problem,Low,2.06,8.33,Closed,Yes,Within 8 Hours
HD0340,8/16/2026,Staff,Library,Portal,Portal page not loading,High,2.51,17.51,In Progress,No,Within 8 Hours
HD0341,7/9/2026,Student,College of Veterinary Medicine,ID Card,ID card details incorrect,Low,5.65,1.12,Closed,Yes,Within 8 Hours
HD0342,2/7/2026,Postgraduate Student,Registry,Internet/Network,Wi-Fi connection unstable,Low,2.85,4.58,Closed,Yes,Within 8 Hours
HD0343,4/23/2026,Staff,College of Food Science,Email,Password reset required for email,High,0.77,9.27,Closed,Yes,Within 8 Hours
HD0344,3/22/2026,Student,College of Food Science,Registration,Course registration error,Low,3.33,2.22,Closed,Yes,Within 8 Hours
HD0345,6/10/2026,Student,College of Veterinary Medicine,Hardware,Printer not responding,Low,5.62,5.56,Closed,Yes,Within 8 Hours
HD0346,4/28/2026,Student,College of Food Science,Registration,Registered course not displaying,High,1.23,14.05,Pending,No,Within 8 Hours
HD0347,7/26/2026,Student,College of Environmental Resources,Portal,Portal session keeps expiring,Medium,1.43,5.93,Closed,Yes,Within 8 Hours
HD0348,3/18/2026,Student,Library,Internet/Network,Intermittent network connectivity,Medium,3.6,35,Pending,No,Within 8 Hours
HD0349,2/22/2026,Postgraduate Student,Academic Planning,Software/MIS,Software installation request,Low,4.55,18.41,Pending,No,Within 8 Hours
HD0350,6/6/2026,Student,College of Animal Science,Portal,Portal session keeps expiring,Low,6.32,1.92,Closed,Yes,Within 8 Hours
HD0351,5/30/2026,Student,College of Engineering,Website/Multimedia,Event information needs to be uploaded,Low,2.85,4.28,Closed,Yes,Within 8 Hours
HD0352,1/15/2026,Student,Postgraduate School,Email,University email not working,Low,2.58,45.84,In Progress,No,Within 8 Hours
HD0353,6/17/2026,Student,College of Plant Science,Payment/Invoice,Receipt cannot be generated,Medium,1.1,8.16,Closed,Yes,Within 8 Hours
HD0354,2/13/2026,Student,Registry,ID Card,ID card printing problem,High,0.74,17.03,Closed,Yes,Within 8 Hours
HD0355,8/9/2026,Postgraduate Student,College of Veterinary Medicine,Payment/Invoice,Payment not reflecting on portal,Medium,0.83,16.57,Closed,Yes,Within 8 Hours
HD0356,6/22/2026,Staff,Registry,Internet/Network,Slow Internet connection,Medium,2.92,21.03,Pending,No,Within 8 Hours
HD0357,7/8/2026,Student,College of Animal Science,Admission,Change of course not reflecting,Medium,1.93,6.34,Closed,Yes,Within 8 Hours
HD0358,3/15/2026,Postgraduate Student,Student Affairs,Payment/Invoice,Payment not reflecting on portal,High,1.47,57.62,Closed,Yes,Within 8 Hours
HD0359,1/19/2026,Postgraduate Student,College of Veterinary Medicine,Internet/Network,Wi-Fi connection unstable,Medium,2.77,6.74,Closed,Yes,Within 8 Hours
HD0360,2/3/2026,Staff,Postgraduate School,Email,University email not working,High,1.23,5.62,Closed,Yes,Within 8 Hours
HD0361,8/28/2026,Postgraduate Student,College of Computing Sciences,Registration,Registered course not displaying,Low,4.5,0.93,Closed,Yes,Within 8 Hours
HD0362,8/27/2026,Student,Academic Planning,Student Information,Academic information not updated,Low,1.81,17.39,Pending,No,Within 8 Hours
HD0363,5/17/2026,Staff,Registry,Portal,Programme information not updating,Medium,2.86,46.07,In Progress,No,Within 8 Hours
HD0364,1/27/2026,Staff,ICTREC,Portal,Student profile not displaying correctly,High,1.52,6.34,Closed,Yes,Within 8 Hours
HD0365,3/8/2026,Student,Student Affairs,Portal,Programme information not updating,High,1.11,3.05,Closed,Yes,Within 8 Hours
HD0366,7/27/2026,Postgraduate Student,Postgraduate School,Email,Unable to access staff email,High,1.67,3.09,Closed,Yes,Within 8 Hours
HD0367,7/1/2026,Staff,College of Computing Sciences,Portal,Portal page not loading,Medium,3.25,45.94,In Progress,No,Within 8 Hours
HD0368,3/6/2026,Postgraduate Student,College of Agricultural Management,Portal,Student profile not displaying correctly,Low,6.69,2.95,Closed,Yes,Within 8 Hours
HD0369,5/18/2026,Student,Registry,Student Information,Biodata information needs correction,High,1.73,9.58,Closed,Yes,Within 8 Hours
HD0370,8/2/2026,Staff,Registry,Clearance,Clearance process showing incomplete,Low,9.5,5.48,Closed,Yes,Beyond 8 Hours
HD0371,8/30/2026,Staff,Bursary,Email,Unable to access staff email,Low,1.38,35.43,Pending,No,Within 8 Hours
HD0372,7/21/2026,Student,Library,Admission,Admission status not displaying,High,1.06,6.33,Closed,Yes,Within 8 Hours
HD0373,4/6/2026,Student,College of Animal Science,Internet/Network,Slow Internet connection,Medium,3.46,14.72,In Progress,No,Within 8 Hours
HD0374,7/4/2026,Postgraduate Student,Registry,Payment/Invoice,Invoice not generated,High,1.66,4.28,Closed,Yes,Within 8 Hours
HD0375,4/16/2026,Staff,Bursary,Portal,Unable to login to student portal,Medium,1.86,1.59,Closed,Yes,Within 8 Hours
HD0376,5/27/2026,Postgraduate Student,Bursary,Admission,Admission status not displaying,High,0.9,16.49,Pending,No,Within 8 Hours
HD0377,4/10/2026,Student,College of Computing Sciences,Registration,Registered course not displaying,Low,2.22,5.62,Closed,Yes,Within 8 Hours
HD0378,4/28/2026,Student,Student Affairs,Student Information,Biodata information needs correction,Low,2.25,51.04,Pending,No,Within 8 Hours
HD0379,4/25/2026,Staff,Registry,Software/MIS,Application error during transaction,High,1.97,41.58,Pending,No,Within 8 Hours
HD0380,3/16/2026,Postgraduate Student,College of Agricultural Management,Portal,Portal page not loading,Medium,1.62,6.26,Closed,Yes,Within 8 Hours
HD0381,5/12/2026,Student,College of Environmental Resources,Website/Multimedia,Website page not displaying correctly,Medium,1.89,4.3,Closed,Yes,Within 8 Hours
HD0382,7/28/2026,Staff,College of Agricultural Management,Email,Unable to access staff email,Medium,10.63,4.31,Closed,Yes,Beyond 8 Hours
HD0383,4/3/2026,Postgraduate Student,College of Agricultural Management,ID Card,ID card not yet available,Medium,4.89,27.1,In Progress,No,Within 8 Hours
HD0384,3/17/2026,Student,College of Environmental Resources,Payment/Invoice,Invoice not generated,Low,3.73,9.48,Closed,Yes,Within 8 Hours
HD0385,1/30/2026,Postgraduate Student,College of Engineering,Others,Other ICT service issue,Critical,0.57,21.11,Closed,Yes,Within 8 Hours
HD0386,6/1/2026,Postgraduate Student,ICTREC,Internet/Network,Wi-Fi connection unstable,High,2.21,39.49,Pending,No,Within 8 Hours
HD0387,8/26/2026,Student,College of Environmental Resources,Payment/Invoice,Payment confirmation delayed,High,2.12,13.17,Closed,Yes,Within 8 Hours
HD0388,7/31/2026,Staff,College of Environmental Resources,Admission,Admission application issue,Medium,3.66,26.67,In Progress,No,Within 8 Hours
HD0389,3/30/2026,Student,College of Computing Sciences,Payment/Invoice,Invoice not generated,Medium,1.74,14.96,In Progress,No,Within 8 Hours
HD0390,7/4/2026,Postgraduate Student,Bursary,Portal,Student profile not displaying correctly,Low,3.65,38.52,In Progress,No,Within 8 Hours
HD0391,6/4/2026,Staff,Registry,Software/MIS,Software installation request,Medium,2.87,2.82,Closed,Yes,Within 8 Hours
HD0392,6/20/2026,Staff,College of Food Science,Payment/Invoice,Receipt cannot be generated,High,1.85,10.41,Closed,Yes,Within 8 Hours
HD0393,6/4/2026,Student,Academic Planning,Admission,Admission portal error,High,2.04,21.89,Pending,No,Within 8 Hours
HD0394,4/15/2026,Student,College of Food Science,Admission,Admission status not displaying,High,2.37,38.37,Pending,No,Within 8 Hours
HD0395,9/1/2026,Student,Academic Planning,Email,Mailbox access problem,Low,3.66,0.85,Closed,Yes,Within 8 Hours
HD0396,8/3/2026,Student,College of Engineering,Payment/Invoice,Invoice not generated,Medium,3.29,6.29,Closed,Yes,Within 8 Hours
HD0397,2/1/2026,Student,Student Affairs,ID Card,ID card details incorrect,Low,4.41,8.02,Pending,No,Within 8 Hours
HD0398,5/24/2026,Staff,Academic Planning,Registration,Course allocation not updating,Medium,1.43,10.3,Closed,Yes,Within 8 Hours
HD0399,3/21/2026,Postgraduate Student,College of Veterinary Medicine,Software/MIS,MIS application not responding,Low,3.72,23.49,Closed,Yes,Within 8 Hours
HD0400,7/11/2026,Student,Registry,Internet/Network,Network connection unavailable,Low,3.86,3.4,Closed,Yes,Within 8 Hours
HD0401,6/21/2026,Student,College of Environmental Resources,Student Information,Academic information not updated,Medium,4.36,2.84,Closed,Yes,Within 8 Hours
HD0402,4/19/2026,Student,College of Computing Sciences,Website/Multimedia,University webpage not updating,Medium,2.74,2.94,Closed,Yes,Within 8 Hours
HD0403,5/25/2026,Student,College of Veterinary Medicine,Admission,Change of course not reflecting,Low,2.99,12.45,Pending,No,Within 8 Hours
HD0404,6/17/2026,Student,ICTREC,Payment/Invoice,Outstanding invoice still showing after payment,Medium,2.94,10.14,Closed,Yes,Within 8 Hours
HD0405,3/13/2026,Student,Student Affairs,Portal,Portal session keeps expiring,Medium,5.19,2.22,Closed,Yes,Within 8 Hours
HD0406,3/13/2026,Staff,College of Agricultural Management,Email,Password reset required for email,Low,3.43,5.82,Closed,Yes,Within 8 Hours
HD0407,5/23/2026,Student,Bursary,Internet/Network,Wi-Fi connection unstable,Low,8.42,3.79,Closed,Yes,Beyond 8 Hours
HD0408,4/22/2026,Student,College of Plant Science,Hardware,Desktop computer not starting,High,2.65,34.86,In Progress,No,Within 8 Hours
HD0409,7/6/2026,Postgraduate Student,College of Animal Science,Student Information,Matriculation information issue,Low,4.4,3.86,Closed,Yes,Within 8 Hours
HD0410,4/29/2026,Student,College of Veterinary Medicine,Email,Mailbox access problem,Low,3.98,5,Closed,Yes,Within 8 Hours
HD0411,6/28/2026,Student,Postgraduate School,Others,Help needed with university application,Low,2.86,5.42,Closed,Yes,Within 8 Hours
HD0412,8/27/2026,Postgraduate Student,Bursary,Others,Other ICT service issue,Low,13.46,9.66,Pending,No,Beyond 8 Hours
HD0413,7/25/2026,Staff,Student Affairs,Email,Mailbox access problem,Medium,2.03,11.79,Closed,Yes,Within 8 Hours
HD0414,9/2/2026,Staff,Bursary,Email,Unable to access staff email,Medium,6.2,3.26,Closed,Yes,Within 8 Hours
HD0415,8/17/2026,Student,Postgraduate School,Portal,Student profile not displaying correctly,High,1.19,4.21,Closed,Yes,Within 8 Hours
HD0416,6/12/2026,Student,College of Animal Science,Payment/Invoice,Payment not reflecting on portal,Low,1.81,1.65,Closed,Yes,Within 8 Hours
